ID,figure,size,color,rotation_angle,center_x,center_y
20671,square,14,#FFFF00,5,1,-2
20672,circle,15,#FF00FF,0,0,0
20673,pentagon,10,#00FF00,11,-6,-6
20674,hexagon,10,#008000,12,-4,-3
20675,circle,10,#FF0000,0,-1,-2
20676,triangle,5,#0000FF,51,-3,-8
20677,square,5,#0000FF,54,10,1
20678,pentagon,5,#00FF00,58,-6,-11
20679,pentagon,9,#FF0000,25,-2,3
20680,circle,7,#00FF00,0,-2,-5
20681,square,15,#FFFF00,22,0,0
20682,pentagon,8,#0000FF,21,-7,-5
20683,circle,8,#00FFFF,0,-3,3
20684,hexagon,10,#00FF00,45,3,-5
20685,circle,6,#0000FF,0,-6,-1
20686,hexagon,7,#0000FF,33,8,6
20687,triangle,9,#000000,27,-3,-5
20688,hexagon,11,#FF00FF,21,-2,4
20689,triangle,6,#FF0000,87,7,-9
20690,triangle,8,#800080,3,0,4
20691,hexagon,14,#0000FF,20,1,-2
20692,circle,8,#FF0000,0,-4,3
20693,hexagon,9,#800080,30,3,2
20694,circle,7,#0000FF,0,-2,8
20695,circle,6,#FF0000,0,9,-9
20696,pentagon,14,#008000,26,-1,-1
20697,square,7,#FFA500,73,-7,-5
20698,pentagon,15,#FF00FF,28,0,0
20699,hexagon,5,#00FF00,36,-9,7
20700,hexagon,6,#FFFF00,6,-2,3
20701,circle,5,#0000FF,0,-9,-2
20702,pentagon,14,#000000,57,-2,-2
20703,hexagon,13,#FFFF00,30,-3,1
20704,hexagon,9,#000000,1,4,-2
20705,triangle,11,#FF00FF,35,-3,-3
20706,hexagon,11,#000000,1,-4,-5
20707,square,11,#FF00FF,46,-2,1
20708,hexagon,10,#FF0000,31,0,0
20709,triangle,9,#FF0000,71,-4,5
20710,triangle,7,#FFFF00,91,-6,8
20711,circle,6,#FF00FF,0,-5,7
20712,triangle,8,#000000,49,-1,-6
20713,circle,5,#00FF00,0,-2,0
20714,triangle,15,#FF00FF,102,0,0
20715,hexagon,15,#FF00FF,5,-1,0
20716,circle,10,#00FF00,0,0,-5
20717,circle,11,#0000FF,0,-2,-4
20718,hexagon,14,#800080,48,1,0
20719,hexagon,5,#000000,49,-2,-10
20720,hexagon,15,#FF00FF,36,0,0
20721,square,14,#000000,81,-2,1
20722,circle,8,#000000,0,-6,2
20723,triangle,10,#FFA500,30,1,-3
20724,triangle,8,#FF00FF,77,-3,-3
20725,pentagon,15,#00FFFF,70,0,-1
20726,triangle,9,#00FFFF,15,-6,-7
20727,circle,14,#0000FF,0,0,1
20728,pentagon,12,#0000FF,10,2,-1
20729,circle,9,#FFA500,0,5,-3
20730,triangle,10,#000000,37,-4,-2
20731,square,6,#00FF00,62,-1,-2
20732,hexagon,9,#FF0000,4,-2,1
20733,hexagon,7,#0000FF,33,-6,4
20734,triangle,14,#000000,118,-2,-2
20735,triangle,9,#000000,88,6,3
20736,pentagon,12,#00FF00,10,-2,2
20737,hexagon,12,#00FFFF,57,2,-3
20738,square,6,#0000FF,86,5,-9
20739,hexagon,15,#FFFF00,42,0,-1
20740,triangle,13,#FFA500,1,-2,-3
20741,hexagon,15,#FFFF00,55,-1,0
20742,hexagon,14,#00FFFF,39,-1,1
20743,hexagon,9,#FFFF00,28,4,-4
20744,circle,11,#800080,0,1,4
20745,pentagon,8,#FFA500,8,-3,-1
20746,square,11,#00FFFF,7,-4,4
20747,square,14,#000000,72,-1,0
20748,pentagon,14,#008000,8,-1,-2
20749,circle,13,#FF00FF,0,2,0
20750,circle,6,#800080,0,4,-8
20751,square,9,#FFFF00,52,-4,1
20752,square,10,#00FF00,41,-2,-1
20753,circle,14,#FFA500,0,0,-2
20754,square,10,#FF0000,69,-5,3
20755,circle,13,#800080,0,-2,0
20756,circle,13,#008000,0,2,2
20757,square,9,#008000,5,-2,3
20758,pentagon,15,#000000,27,-1,0
20759,pentagon,7,#800080,62,7,0
20760,triangle,12,#00FFFF,9,3,1
20761,triangle,9,#FFFF00,0,-7,3
20762,pentagon,15,#000000,28,-1,0
20763,hexagon,9,#008000,18,-1,-7
20764,square,10,#008000,23,4,5
20765,square,10,#FFA500,83,0,-1
20766,circle,12,#FF00FF,0,-1,0
20767,circle,5,#FFA500,0,10,-2
20768,pentagon,8,#FF00FF,51,4,4
20769,hexagon,7,#FF00FF,0,8,-2
20770,pentagon,13,#00FF00,25,-2,-3
20771,triangle,11,#FFFF00,29,4,-1
20772,triangle,11,#000000,108,0,0
20773,triangle,6,#FF00FF,19,-5,-5
20774,square,13,#00FFFF,76,1,-3
20775,pentagon,14,#FF0000,41,0,-1
20776,square,5,#FFFF00,85,8,10
20777,square,15,#FF0000,75,0,-1
20778,triangle,14,#800080,8,-2,-1
20779,square,5,#0000FF,50,4,-3
20780,pentagon,9,#FF0000,54,4,1
20781,circle,15,#00FFFF,0,0,0
20782,triangle,7,#00FFFF,102,-6,3
20783,circle,13,#00FFFF,0,2,-2
20784,triangle,13,#FFA500,104,0,0
20785,hexagon,6,#FF00FF,3,3,-1
20786,triangle,13,#00FFFF,75,0,-1
20787,pentagon,6,#FF00FF,42,-3,6
20788,square,9,#FF0000,4,-7,5
20789,pentagon,9,#FF0000,17,2,5
20790,hexagon,9,#FF0000,31,2,-2
20791,pentagon,10,#000000,14,-5,4
20792,square,10,#000000,83,-3,2
20793,triangle,11,#FF0000,67,-4,2
20794,pentagon,5,#008000,61,-3,-1
20795,hexagon,9,#008000,47,-3,-3
20796,pentagon,10,#008000,68,3,2
20797,circle,5,#0000FF,0,-5,5
20798,circle,9,#0000FF,0,2,5
20799,circle,6,#FFFF00,0,-7,-10
20800,hexagon,11,#FF0000,0,-3,-5
20801,hexagon,14,#FFA500,22,0,1
20802,pentagon,5,#00FF00,46,-4,-4
20803,circle,11,#FFFF00,0,1,-2
20804,square,14,#FFFF00,69,0,-1
20805,circle,7,#FFA500,0,-8,-8
20806,circle,12,#008000,0,-3,-1
20807,hexagon,6,#00FFFF,5,5,-2
20808,hexagon,5,#008000,56,-2,-10
20809,pentagon,15,#008000,45,0,-1
20810,pentagon,10,#00FFFF,37,0,2
20811,circle,8,#008000,0,-3,-2
20812,circle,7,#000000,0,8,-3
20813,pentagon,6,#FFFF00,12,-8,-1
20814,circle,6,#00FFFF,0,2,9
20815,triangle,7,#FFFF00,41,-3,5
20816,circle,10,#800080,0,-6,0
20817,pentagon,9,#0000FF,15,4,-5
20818,hexagon,11,#FFFF00,0,1,4
20819,hexagon,10,#008000,48,3,-2
20820,square,10,#008000,50,-4,5
20821,triangle,13,#FFFF00,45,2,-3
20822,pentagon,10,#FFA500,50,3,4
20823,circle,12,#FF00FF,0,2,0
20824,square,6,#008000,31,3,1
20825,triangle,8,#008000,106,-2,-8
20826,hexagon,8,#00FFFF,39,-5,-7
20827,circle,6,#800080,0,7,1
20828,pentagon,14,#FF0000,65,-2,-1
20829,hexagon,9,#0000FF,44,-6,6
20830,square,15,#800080,13,-1,0
20831,hexagon,8,#000000,6,-8,-8
20832,circle,5,#800080,0,9,6
20833,pentagon,11,#00FF00,42,2,-3
20834,square,14,#0000FF,80,-1,1
20835,square,6,#FFFF00,39,-6,-7
20836,circle,9,#800080,0,-6,5
20837,hexagon,9,#0000FF,45,-1,-3
20838,hexagon,8,#FFA500,28,-7,-7
20839,circle,9,#800080,0,-4,2
20840,pentagon,8,#000000,55,1,-5
20841,square,14,#008000,28,-2,1
20842,pentagon,12,#008000,47,-2,0
20843,pentagon,14,#FF0000,15,0,-2
20844,pentagon,13,#FF0000,45,-1,0
20845,hexagon,5,#0000FF,26,-3,7
20846,pentagon,10,#008000,22,-4,-4
20847,hexagon,7,#FFFF00,5,-7,6
20848,hexagon,13,#800080,34,2,-2
20849,pentagon,12,#000000,58,-4,-1
20850,triangle,11,#800080,19,3,-5
20851,hexagon,6,#FF0000,1,-6,-2
20852,pentagon,13,#FFA500,0,-2,2
20853,square,10,#FF0000,56,-3,2
20854,triangle,5,#FFFF00,6,6,7
20855,pentagon,14,#00FFFF,70,-1,-1
20856,hexagon,8,#0000FF,54,-2,-3
20857,hexagon,8,#00FFFF,32,7,1
20858,square,13,#FFFF00,23,1,1
20859,hexagon,9,#00FFFF,9,0,-2
20860,pentagon,10,#FF0000,9,-3,-2
20861,hexagon,12,#000000,48,3,3
20862,circle,11,#FFFF00,0,1,-1
20863,triangle,5,#0000FF,57,4,0
20864,pentagon,8,#FF00FF,32,-1,1
20865,hexagon,9,#800080,15,4,0
20866,hexagon,8,#00FFFF,17,-8,-2
20867,square,12,#FFFF00,36,-1,3
20868,pentagon,12,#000000,18,-1,-4
20869,triangle,12,#00FF00,26,1,-4
20870,triangle,13,#FFA500,47,1,0
20871,pentagon,8,#00FF00,70,-1,2
20872,square,6,#00FFFF,55,-9,7
20873,hexagon,5,#00FFFF,37,-5,6
20874,circle,15,#00FF00,0,0,0
20875,triangle,13,#008000,56,-3,1
20876,square,8,#008000,76,6,-1
20877,hexagon,5,#000000,23,-7,-8
20878,square,5,#800080,47,-2,-4
20879,circle,7,#008000,0,3,-5
20880,triangle,7,#000000,102,-1,2
20881,square,14,#000000,63,1,0
20882,triangle,8,#00FFFF,60,4,0
20883,triangle,13,#00FFFF,38,0,-3
20884,square,14,#FFA500,77,-1,0
20885,hexagon,5,#800080,7,-6,6
20886,pentagon,10,#FFFF00,34,-6,-5
20887,pentagon,7,#FFFF00,71,2,-5
20888,hexagon,15,#0000FF,49,0,-1
20889,hexagon,13,#FFA500,54,0,-1
20890,pentagon,14,#FFFF00,7,-2,1
20891,square,6,#000000,45,5,-9
20892,pentagon,10,#00FFFF,3,-4,-4
20893,triangle,9,#000000,4,-7,3
20894,square,10,#FF00FF,35,-2,1
20895,square,15,#FF0000,67,-1,-1
20896,hexagon,14,#0000FF,43,0,1
20897,pentagon,11,#FF00FF,19,3,-2
20898,triangle,11,#00FFFF,48,-3,1
20899,square,8,#000000,6,-2,-3
20900,hexagon,10,#000000,58,-4,-3
20901,hexagon,11,#FF00FF,9,4,4
20902,triangle,9,#00FF00,115,-6,-3
20903,hexagon,11,#FFFF00,7,-1,-2
20904,square,11,#FFFF00,86,1,4
20905,hexagon,5,#FFA500,25,4,0
20906,square,6,#FFA500,30,-10,4
20907,circle,9,#800080,0,5,-3
20908,hexagon,7,#FFA500,29,-3,-7
20909,triangle,5,#FFFF00,21,-3,9
20910,square,15,#0000FF,77,0,-1
20911,square,12,#000000,22,1,-2
20912,square,13,#FF00FF,40,-1,2
20913,circle,11,#0000FF,0,1,-4
20914,triangle,6,#FFFF00,56,9,-9
20915,pentagon,10,#000000,26,2,3
20916,square,6,#FF0000,82,9,7
20917,triangle,9,#FF0000,41,0,-1
20918,circle,10,#FF0000,0,-2,-1
20919,pentagon,8,#FFA500,48,-6,-7
20920,circle,11,#000000,0,-4,2
20921,square,8,#00FF00,49,-2,-7
20922,pentagon,11,#008000,11,3,-2
20923,circle,7,#00FF00,0,6,-3
20924,square,13,#FF0000,49,-3,2
20925,square,5,#00FF00,70,-8,-4
20926,triangle,6,#008000,102,-3,2
20927,pentagon,13,#00FF00,27,-3,0
20928,circle,10,#800080,0,3,0
20929,circle,15,#FF0000,0,0,0
20930,pentagon,13,#FFFF00,61,1,1
20931,circle,14,#008000,0,-2,1
20932,square,12,#00FFFF,6,3,2
20933,pentagon,13,#00FFFF,39,-3,-3
20934,hexagon,13,#FF0000,43,1,0
20935,square,15,#000000,69,0,-1
20936,hexagon,7,#800080,26,7,5
20937,triangle,8,#00FFFF,49,4,-7
20938,pentagon,12,#800080,1,1,1
20939,square,7,#008000,36,-5,4
20940,hexagon,14,#000000,0,0,-1
20941,triangle,11,#00FFFF,45,-4,-4
20942,square,8,#00FF00,87,-5,4
20943,pentagon,15,#800080,10,0,-1
20944,circle,7,#FFA500,0,7,4
20945,triangle,11,#800080,54,-2,-1
20946,square,6,#FFA500,25,-5,8
20947,circle,13,#800080,0,-3,-2
20948,square,12,#000000,61,-4,1
20949,pentagon,12,#FF0000,38,0,-1
20950,square,15,#008000,50,0,0
20951,hexagon,7,#00FFFF,35,5,-5
20952,hexagon,12,#FFA500,35,0,-2
20953,triangle,12,#0000FF,80,2,0
20954,hexagon,15,#008000,7,0,0
20955,hexagon,14,#FFA500,9,1,1
20956,hexagon,5,#800080,56,-5,5
20957,square,12,#0000FF,81,0,-2
20958,pentagon,11,#00FFFF,64,-5,1
20959,square,13,#0000FF,55,-3,-3
20960,hexagon,9,#FF00FF,9,-1,5
20961,square,12,#FFFF00,47,-3,-3
20962,square,12,#00FF00,61,-4,0
20963,hexagon,8,#00FFFF,0,2,0
20964,hexagon,14,#FF0000,26,0,1
20965,hexagon,8,#00FF00,44,4,7
20966,square,10,#FFA500,51,-5,-2
20967,triangle,12,#FF0000,100,-1,3
20968,square,15,#FF00FF,17,0,-1
20969,hexagon,9,#FF00FF,25,-7,-3
20970,hexagon,10,#FFA500,57,-6,-3
20971,triangle,5,#800080,60,-11,7
20972,circle,7,#FFFF00,0,-6,7
20973,square,13,#800080,14,1,-1
20974,hexagon,5,#FFFF00,7,-9,8
20975,pentagon,8,#800080,27,4,-1
20976,circle,13,#000000,0,2,-3
20977,pentagon,11,#008000,56,4,0
20978,triangle,9,#FF0000,92,-2,3
20979,hexagon,7,#FF00FF,39,3,8
20980,triangle,10,#008000,109,-3,2
20981,square,12,#FF0000,78,-3,-1
20982,triangle,11,#000000,95,2,-3
20983,pentagon,6,#800080,57,-10,-3
20984,square,12,#800080,63,1,3
20985,triangle,7,#000000,15,-1,-2
20986,hexagon,10,#FF0000,21,-1,4
20987,pentagon,6,#008000,2,-6,-2
20988,hexagon,9,#00FFFF,8,5,-2
20989,square,12,#FF00FF,34,-3,-1
20990,triangle,10,#0000FF,115,1,1
20991,hexagon,5,#000000,9,8,-4
20992,square,14,#FFA500,62,-2,-2
20993,triangle,11,#FF0000,75,-5,-5
20994,circle,7,#00FF00,0,8,3
20995,hexagon,15,#800080,10,0,-1
20996,circle,8,#FFA500,0,-3,-4
20997,hexagon,15,#800080,25,-1,0
20998,circle,15,#008000,0,0,-1
20999,triangle,12,#800080,62,-3,0
21000,circle,13,#FFFF00,0,-2,-3
21001,triangle,5,#00FFFF,18,-10,10
21002,hexagon,10,#0000FF,19,-4,-6
21003,hexagon,7,#00FF00,24,0,-8
21004,triangle,7,#FF0000,101,-6,6
21005,circle,15,#800080,0,0,0
21006,circle,7,#00FF00,0,-5,6
21007,triangle,14,#0000FF,110,1,-1
21008,square,14,#000000,49,1,-2
21009,hexagon,6,#800080,2,8,-6
21010,circle,8,#00FF00,0,6,1
21011,triangle,6,#008000,34,-6,5
21012,triangle,6,#FFFF00,113,3,7
21013,hexagon,12,#800080,8,1,1
21014,hexagon,11,#800080,4,-5,4
21015,square,8,#FF0000,27,-7,0
21016,triangle,12,#0000FF,2,1,3
21017,triangle,11,#FFFF00,110,-1,2
21018,pentagon,12,#FFA500,69,-3,-1
21019,triangle,15,#00FF00,34,-1,0
21020,square,9,#800080,7,-1,4
21021,square,14,#00FF00,37,-1,0
21022,circle,12,#800080,0,-3,3
21023,square,15,#FF00FF,67,-1,0
21024,circle,8,#800080,0,-7,7
21025,hexagon,9,#00FFFF,23,1,5
21026,hexagon,10,#FFFF00,29,-3,-2
21027,square,8,#00FFFF,43,-3,-7
21028,circle,10,#FFA500,0,-3,0
21029,square,15,#FFFF00,26,-1,0
21030,circle,8,#00FF00,0,-5,-7
21031,square,12,#FFFF00,1,-1,1
21032,square,5,#008000,8,10,-5
21033,square,9,#000000,11,-4,1
21034,triangle,12,#00FFFF,55,3,0
21035,triangle,11,#008000,113,2,0
21036,triangle,11,#000000,28,0,1
21037,circle,9,#000000,0,1,-2
21038,triangle,6,#0000FF,70,1,-9
21039,pentagon,13,#FFA500,45,-1,2
21040,circle,15,#FFFF00,0,0,-1
21041,triangle,12,#FF0000,25,1,-4
21042,circle,11,#000000,0,-4,0
21043,circle,8,#800080,0,2,-2
21044,square,8,#00FF00,82,6,6
21045,hexagon,7,#008000,59,3,5
21046,triangle,14,#0000FF,68,-1,0
21047,pentagon,12,#FFFF00,5,1,-4
21048,circle,9,#000000,0,4,4
21049,triangle,15,#FFFF00,111,-1,0
21050,triangle,14,#800080,116,1,1
21051,square,6,#0000FF,51,7,7
21052,hexagon,15,#800080,7,0,-1
21053,triangle,15,#008000,89,0,-1
21054,triangle,15,#800080,43,0,0
21055,pentagon,15,#800080,55,-1,0
21056,square,12,#00FFFF,80,1,3
21057,triangle,12,#008000,108,-4,-2
21058,square,8,#FF00FF,0,-7,-3
21059,circle,5,#FFA500,0,-11,4
21060,pentagon,15,#FFFF00,46,-1,0
21061,pentagon,7,#FF00FF,50,1,-4
21062,hexagon,14,#00FFFF,5,-1,-1
21063,hexagon,7,#FFFF00,28,3,0
21064,pentagon,6,#008000,71,6,4
21065,hexagon,13,#0000FF,50,-3,1
21066,square,11,#0000FF,24,-4,1
21067,hexagon,13,#FFA500,16,-2,-1
21068,pentagon,13,#00FF00,13,-1,-1
21069,pentagon,11,#FFA500,45,-5,4
21070,triangle,12,#008000,8,-2,-4
21071,hexagon,9,#008000,16,-3,0
21072,pentagon,10,#800080,28,5,4
21073,triangle,7,#0000FF,20,3,-4
21074,circle,15,#FF00FF,0,-1,-1
21075,triangle,12,#FFFF00,90,-1,1
21076,square,13,#800080,4,2,-2
21077,hexagon,11,#800080,21,-4,4
21078,pentagon,6,#00FFFF,66,2,-5
21079,square,12,#0000FF,74,-2,-4
21080,pentagon,13,#FF00FF,21,-2,0
21081,triangle,6,#800080,54,0,-2
21082,pentagon,5,#008000,19,-11,6
21083,circle,8,#FF0000,0,7,-1
21084,hexagon,5,#FF0000,10,-9,-6
21085,hexagon,6,#00FFFF,48,4,3
21086,square,11,#FFFF00,1,4,3
21087,triangle,9,#FFFF00,32,0,0
21088,pentagon,14,#000000,18,-2,-1
21089,hexagon,13,#FFFF00,40,-3,-3
21090,pentagon,5,#008000,41,4,6
21091,hexagon,13,#00FF00,52,-1,-2
21092,pentagon,10,#FF0000,45,-1,1
21093,circle,15,#FFA500,0,-1,0
21094,pentagon,6,#008000,25,5,-4
21095,hexagon,13,#000000,29,0,-2
21096,triangle,7,#FFFF00,44,7,8
21097,square,10,#0000FF,82,0,1
21098,circle,12,#00FF00,0,1,2
21099,hexagon,11,#FF0000,36,-2,3
21100,pentagon,5,#00FF00,12,4,10
21101,pentagon,5,#FFA500,64,7,-5
21102,circle,10,#FF00FF,0,3,-1
21103,circle,5,#008000,0,0,3
21104,pentagon,14,#00FFFF,64,-2,-1
21105,square,11,#FFFF00,87,-4,2
21106,circle,15,#800080,0,-1,0
21107,triangle,14,#008000,41,0,-2
21108,square,7,#FFFF00,51,1,-1
21109,hexagon,9,#FFFF00,14,6,1
21110,hexagon,6,#000000,15,-3,9
21111,triangle,5,#FFA500,0,-9,8
21112,circle,15,#FFA500,0,-1,-1
21113,square,11,#FFA500,89,-5,-5
21114,square,9,#00FF00,52,4,2
21115,pentagon,10,#800080,28,-4,-5
21116,square,8,#FFFF00,85,-8,1
21117,triangle,8,#FFFF00,87,-5,-3
21118,circle,8,#00FFFF,0,6,-6
21119,square,14,#FFFF00,21,1,-1
21120,hexagon,14,#00FFFF,37,-2,-2
21121,circle,5,#0000FF,0,4,6
21122,square,11,#0000FF,11,0,-5
21123,hexagon,8,#FF00FF,57,3,-2
21124,triangle,11,#00FFFF,58,2,-2
21125,square,8,#008000,28,7,-4
21126,hexagon,14,#0000FF,55,-1,1
21127,triangle,11,#FFFF00,11,4,2
21128,pentagon,15,#FFFF00,45,-1,0
21129,triangle,15,#00FFFF,28,0,-1
21130,square,11,#0000FF,47,3,1
21131,pentagon,15,#00FFFF,56,0,0
21132,triangle,11,#FF0000,21,0,1
21133,hexagon,10,#FF0000,5,0,0
21134,circle,12,#000000,0,1,-4
21135,hexagon,8,#00FFFF,46,1,-8
21136,pentagon,5,#FF0000,34,-3,1
21137,square,11,#FFFF00,88,-4,-4
21138,hexagon,11,#00FFFF,48,2,-3
21139,hexagon,5,#FFFF00,2,10,5
21140,square,8,#FFFF00,16,-1,5
21141,triangle,8,#FFA500,53,2,2
21142,pentagon,14,#800080,17,0,-1
21143,hexagon,13,#800080,41,2,-2
21144,circle,11,#FF00FF,0,-1,-2
21145,hexagon,6,#00FFFF,23,6,-7
21146,square,11,#FFFF00,47,-3,4
21147,circle,13,#FF00FF,0,-1,2
21148,square,15,#FFA500,50,0,0
21149,square,12,#FF00FF,86,-3,-3
21150,hexagon,7,#FF0000,24,-9,-5
21151,pentagon,14,#800080,22,0,1
21152,hexagon,7,#00FF00,4,3,-2
21153,circle,8,#FFA500,0,-2,0
21154,circle,8,#000000,0,-2,-8
21155,pentagon,15,#FFFF00,29,0,-1
21156,square,15,#FFA500,75,0,0
21157,circle,7,#00FFFF,0,-9,4
21158,hexagon,13,#FFA500,49,2,-2
21159,hexagon,10,#FFFF00,17,5,2
21160,circle,6,#008000,0,7,0
21161,square,6,#000000,17,2,5
21162,triangle,13,#00FF00,88,-2,1
21163,circle,9,#0000FF,0,-1,-6
21164,square,9,#FF00FF,64,-2,3
21165,triangle,8,#000000,26,-3,-5
21166,triangle,5,#000000,4,-6,-8
21167,circle,6,#FFA500,0,3,2
21168,hexagon,11,#FFA500,24,-5,3
21169,hexagon,12,#FFFF00,46,0,2
21170,circle,6,#FFA500,0,7,7
21171,square,5,#FF0000,64,4,-6
21172,pentagon,11,#FFFF00,48,-2,3
21173,hexagon,6,#FF0000,15,-6,-4
21174,square,9,#00FFFF,48,4,2
21175,square,13,#00FF00,60,0,0
21176,square,7,#FFA500,44,7,2
21177,hexagon,11,#800080,51,0,4
21178,circle,13,#0000FF,0,0,0
21179,triangle,10,#008000,114,-5,1
21180,triangle,8,#FFA500,81,-5,-2
21181,triangle,12,#0000FF,21,3,-4
21182,triangle,10,#008000,15,-5,4
21183,hexagon,11,#800080,31,-4,3
21184,triangle,5,#00FFFF,95,-9,-1
21185,circle,14,#0000FF,0,-1,-1
21186,square,9,#FF00FF,61,-7,3
21187,pentagon,11,#FF00FF,18,1,0
21188,hexagon,11,#FFFF00,30,2,1
21189,pentagon,11,#0000FF,43,4,-1
21190,square,9,#FF00FF,1,-4,-6
21191,hexagon,10,#00FFFF,48,3,-6
21192,square,13,#FF0000,55,-1,-2
21193,circle,14,#008000,0,0,-2
21194,pentagon,15,#00FFFF,23,-1,-1
21195,circle,15,#FFFF00,0,-1,-1
21196,triangle,12,#00FFFF,62,-3,-1
21197,pentagon,8,#000000,60,-2,5
21198,triangle,10,#0000FF,28,-3,5
21199,triangle,8,#FF00FF,71,-1,-7
21200,circle,14,#FFA500,0,1,-1
21201,circle,13,#800080,0,-1,1
21202,pentagon,8,#FF00FF,63,-7,-8
21203,square,5,#FFA500,6,-8,4
21204,circle,9,#FF0000,0,-1,5
21205,square,14,#000000,52,1,0
21206,circle,9,#800080,0,-3,3
21207,hexagon,15,#00FFFF,37,0,0
21208,hexagon,13,#FF0000,6,2,1
21209,pentagon,11,#FFFF00,36,-4,2
21210,circle,8,#008000,0,1,-2
21211,triangle,5,#008000,89,-10,-7
21212,pentagon,5,#00FFFF,66,1,7
21213,circle,10,#00FFFF,0,-1,-6
21214,triangle,8,#FF0000,64,5,7
21215,square,8,#00FF00,13,-3,2
21216,circle,9,#00FF00,0,-6,-1
21217,hexagon,5,#008000,49,1,-8
21218,hexagon,6,#FF0000,34,-4,-9
21219,square,11,#800080,72,-5,4
21220,circle,11,#00FFFF,0,-2,1
21221,circle,6,#800080,0,-9,2
21222,triangle,10,#000000,112,-3,4
21223,hexagon,11,#00FF00,35,-2,-4
21224,hexagon,12,#008000,29,0,3
21225,triangle,8,#008000,17,6,5
21226,square,10,#FFFF00,37,3,2
21227,hexagon,15,#00FFFF,27,0,0
21228,triangle,6,#00FF00,23,-8,-2
21229,hexagon,14,#00FF00,41,1,0
21230,pentagon,11,#FFFF00,48,4,-2
21231,triangle,6,#FFA500,84,5,-8
21232,triangle,14,#000000,110,1,1
21233,hexagon,8,#00FF00,27,-6,4
21234,triangle,5,#FFA500,25,-7,-11
21235,pentagon,7,#00FF00,52,3,-2
21236,square,10,#0000FF,33,0,3
21237,square,7,#0000FF,77,2,5
21238,pentagon,10,#00FF00,5,-3,5
21239,circle,8,#00FFFF,0,-5,-5
21240,triangle,7,#FF0000,5,4,-6
21241,hexagon,14,#00FFFF,5,-2,0
21242,square,13,#FFFF00,37,1,1
21243,circle,8,#0000FF,0,-2,0
21244,circle,9,#00FF00,0,-1,-4
21245,circle,6,#FFFF00,0,-2,1
21246,pentagon,11,#FFA500,9,-2,-5
21247,hexagon,7,#FF0000,50,0,0
21248,circle,5,#FFFF00,0,-2,-11
21249,circle,15,#800080,0,-1,0
21250,hexagon,7,#0000FF,55,-1,7
21251,hexagon,13,#000000,26,2,-1
21252,pentagon,5,#00FF00,37,-4,8
21253,hexagon,11,#00FF00,0,2,3
21254,hexagon,15,#008000,43,0,-1
21255,pentagon,9,#FFA500,1,-5,-1
21256,pentagon,9,#FF0000,0,5,4
21257,square,12,#00FF00,83,3,-4
21258,hexagon,5,#800080,59,10,-2
21259,pentagon,15,#FFA500,58,0,0
21260,hexagon,11,#00FFFF,52,1,-2
21261,pentagon,6,#00FF00,61,9,4
21262,pentagon,15,#008000,16,0,0
21263,triangle,7,#FFA500,12,-4,-6
21264,triangle,14,#008000,29,1,0
21265,hexagon,7,#008000,36,-5,-9
21266,triangle,11,#800080,94,0,4
21267,pentagon,12,#FF0000,18,-2,3
21268,circle,7,#FFFF00,0,-8,4
21269,pentagon,12,#00FF00,27,-2,1
21270,hexagon,13,#0000FF,13,-1,0
21271,hexagon,13,#FFA500,25,-1,2
21272,circle,8,#FF00FF,0,2,2
21273,square,10,#00FFFF,14,5,-2
21274,triangle,8,#FF0000,27,-5,2
21275,square,14,#00FF00,28,-1,-2
21276,square,15,#800080,25,0,-1
21277,circle,8,#000000,0,-2,4
21278,pentagon,15,#FFFF00,60,-1,0
21279,square,13,#800080,74,-1,0
21280,triangle,5,#0000FF,110,-10,3
21281,circle,10,#00FFFF,0,-1,5
21282,triangle,15,#FF00FF,18,0,0
21283,pentagon,9,#008000,70,1,-1
21284,triangle,14,#FFA500,28,-1,-1
21285,hexagon,11,#008000,55,2,1
21286,pentagon,5,#0000FF,40,8,9
21287,pentagon,8,#0000FF,52,1,4
21288,triangle,15,#00FF00,27,-1,0
21289,circle,9,#FF0000,0,-1,-5
21290,hexagon,13,#00FF00,16,-2,2
21291,hexagon,13,#FFA500,1,-1,0
21292,square,5,#FFFF00,27,2,0
21293,pentagon,6,#FFFF00,5,0,7
21294,pentagon,6,#FF00FF,5,-1,0
21295,square,13,#FFFF00,5,0,2
21296,triangle,7,#00FFFF,46,-2,0
21297,pentagon,5,#800080,23,-9,4
21298,hexagon,6,#FF00FF,38,0,1
21299,hexagon,12,#800080,13,3,2
21300,pentagon,5,#008000,15,-1,6
21301,square,8,#FFA500,40,4,-1
21302,pentagon,5,#000000,19,0,-8
21303,pentagon,9,#000000,67,-3,5
21304,triangle,6,#FFA500,59,4,8
21305,circle,13,#FF0000,0,-1,-2
21306,hexagon,14,#FFFF00,1,-1,1
21307,hexagon,12,#FFFF00,29,-1,1
21308,triangle,13,#FFA500,8,0,2
21309,circle,15,#FF00FF,0,-1,0
21310,hexagon,7,#00FFFF,35,3,-7
21311,square,11,#00FF00,19,-4,2
21312,circle,7,#FF00FF,0,1,-3
21313,square,6,#FFFF00,50,7,4
21314,hexagon,12,#FFA500,59,-3,2
21315,circle,14,#008000,0,0,-1
21316,triangle,12,#0000FF,4,-4,1
21317,pentagon,9,#0000FF,39,0,5
21318,triangle,7,#00FF00,108,-7,8
21319,pentagon,11,#00FF00,56,4,2
